country_code,athletes,soccer_athletes,track_athletes,gdp_per_capita_ppp,population,pop_15_24,unemployment,gdp_growth,political_stability,rule_of_law,control_corruption,years_with_conflict_2010_23,disaster_deaths_2010_23,econ_shocks_2010_23,stringency_2020_21,inflation_2023,mean_inflation_2010_23,hyperinflation_event,refugees_origin_2023,refugees_plus_asylum_2010_23_total,log_athletes,log_gdp_pc,log_pop,log_pop_15_24,athletes_per_million,athletes_per_million_15_24,log_athletes_per_million,log_athletes_per_million_15_24,log_disaster_deaths_2010_23,log_refugees_per_cohort,log_inflation_2023,log_mean_inflation_2010_23
MLT,1,0,1,60418.3949311068,552747.0,53044.37117954167,3.479,6.29189585161325,0.8581,0.7023,0.1097,0.0,146.0,2.0,49.03,5.09396758978883,1.97404870970261,0.0,0.0,108.0,0.0,11.009048889395926,13.222655671296552,10.878884034351275,1.80914595646833,18.852141664857427,0.5928548866677223,2.936626523612999,4.990432586778736,0.0020339613971925297,1.8072993621688085,1.0899242264185007
MOZ,1,0,1,1512.27640791481,33635160.0,6242775.479126777,6.661,2.41156866266468,-1.2687,-1.0263,-0.8284,9.0,1611.0,3.0,51.865,7.12697482131851,7.36503848725252,0.0,117.0,78188.0,0.0,7.321371349499331,17.331082506380135,15.646935429778205,0.02973079361001999,0.1601851617671628,-3.515571948415861,-1.8314248718139317,7.385230923066573,0.012446773954551954,2.0951887536142455,2.1240609354147564
NAM,2,0,2,10137.6726120025,2963095.0,515078.5170084353,19.154,1.85444870324957,0.5448,0.4455,0.1101,0.0,116.0,3.0,44.865,5.87993463284275,4.973106693231886,0.0,447.0,21641.0,0.6931471805599453,9.224013725356638,14.901744888140948,13.15207462823555,0.6749699216528663,3.8829031573981307,-0.3930871496167286,1.3565831102886692,4.762173934797756,0.04115629410596284,1.928609150859819,1.7872671761775905
NGA,70,0,70,7843.83461990405,227882945.0,42146398.71936021,3.074,1.18123657085347,-1.7684,-0.8877,-1.041,13.0,2158.0,5.0,50.900000000000006,24.659550203114,13.695643551001451,0.0,410308.0,3723345.0,4.248495242049359,8.967483103450942,19.244342655961454,17.556659799126383,0.3071752473621929,1.6608773733221733,-1.1803368559478207,0.5073460008872502,7.677400430514807,0.08465648032345491,3.244915829926839,2.6875510927875235
NIC,1,0,1,7496.5292687685,6823613.0,1252019.1170423548,4.698,3.00511061205397,-0.1256,-1.2782,-1.3884,0.0,179.0,2.0,10.875,8.38765854872536,5.9330408300085065,0.0,25483.0,997885.0,0.0,8.92219542825182,15.735899654939391,14.040268099728767,0.146549928901302,0.7987098490654843,-1.9203890969751178,-0.2247575417644924,5.19295685089021,0.586130058895964,2.2393959062925415,1.9362985091696825
NLD,28,2,26,70198.9297909022,17877117.0,2149669.905536712,3.535,-1.57745734337647,0.6583,1.6425,1.8671,0.0,1748.0,2.0,54.245000000000005,3.83839354342808,2.427014971068158,0.0,67.0,1792.0,3.332204510175204,11.159088344753851,16.699032073098078,14.580824856008048,1.566248070088706,13.025255611516405,0.4486829950414001,2.5668902121314296,7.466799475018602,0.0008332690939971398,1.5765827531185306,1.2316896114467342
NOR,19,5,14,90085.4382059786,5519601.0,658278.7766078798,3.574,-1.06055299614016,0.8929,1.834,2.1135,0.0,74.0,2.0,46.265,5.51784987104659,2.653153450148711,0.0,17.0,271.0,2.9444389791664403,11.408513812399168,15.523816133032069,13.397383793239888,3.442277802326654,28.863151411180652,1.2361334040986458,3.3625657438908263,4.31748811353631,0.00041159496908546936,1.8745445471716762,1.2955907535415443
NZL,55,0,55,49508.2697230172,5200000.0,649758.6720295167,3.734,-0.912467413170035,1.3586,1.7057,2.0841,0.0,225.0,2.0,40.760000000000005,5.73316283034957,2.451464665267268,0.0,39.0,655.0,4.007333185232471,10.809894999714418,15.464169183551656,13.384356299131895,10.576923076923077,84.64681175890718,2.358674559645089,4.43848744406485,5.420534999272286,0.0010075588184974996,1.907044993193125,1.2387986816085603
PER,1,0,1,15327.5819994558,33845617.0,5547453.300621739,4.899,-1.49255980889144,-0.5218,-0.5381,-0.721,1.0,2161.0,1.0,65.675,6.45561348369586,3.5331091286807785,0.0,4724.0,207126.0,0.0,9.637409229448389,17.337320065925613,15.52884951565913,0.02954592318408614,0.1802628964696149,-3.521809507961341,-1.713338957694856,7.6787889981991535,0.036656980264238234,2.008967236406504,1.5114080459422117
PHL,1,0,1,9898.53294588746,114891199.0,21513988.18175014,2.2,4.66769736279124,-0.5661,-0.4181,-0.5376,14.0,15304.0,1.0,69.685,5.97802515541409,3.4512675223038074,0.0,645.0,54689.0,0.0,9.200141837857766,18.559496142844377,16.884213894645598,0.008703886883450489,0.04648138650779211,-4.743985584880102,-3.0687033366813252,9.635934851379513,0.0025387950774777043,1.9427659477185446,1.4931888920927079
POL,14,0,14,43672.7668014946,36687353.0,3792908.9141362393,2.743,0.616853101336787,0.5596,0.4587,0.5654,0.0,2238.0,3.0,50.925,11.5289127961105,3.599400262029895,0.0,932.0,26510.0,2.6390573296152584,10.684480001502509,17.417942648730254,15.148643806181857,0.38160289187393814,3.691098393589614,-0.9633747611507192,1.3059240813976756,7.713784616598755,0.006965046111717378,2.528038997075613,1.5259259171755346
PRT,10,0,10,41768.2549192626,10578174.0,1086527.781575207,6.498,1.69802567248595,0.7126,1.0677,0.6963,0.0,3822.0,2.0,57.505,4.31128191898672,1.787015833823172,0.0,45.0,3784.0,2.302585092994046,10.639891878291037,16.174303379707034,13.898497648140221,0.9453427406280138,9.203630288681968,-0.05620772874871516,2.219598002818098,8.248790733696413,0.003476603306386539,1.6698332221227248,1.0249714297980508
QAT,2,0,2,116563.992526162,2656032.0,294805.74000105326,0.13,1.58952825429188,0.9934,0.9329,0.7022,0.0,0.0,0.0,62.495,3.02764899198902,1.41871097942532,0.0,58.0,1110.0,0.6931471805599453,11.666195693252284,14.792343837698654,12.594071909939016,0.7530029758677607,6.78412842298408,-0.28368609917443427,1.9145858285852024,0.0,0.0037581206846137,1.3931828290505461,0.8832347451284888
ROU,5,0,5,40116.8555054263,19061062.0,2022723.767104052,5.589,2.19035297025793,0.3736,0.4374,0.0405,0.0,5253.0,3.0,57.315,10.3971874764996,4.271292845627376,0.0,1825.0,70201.0,1.6094379124341003,10.599551861771571,16.763158173420887,14.519955560659554,0.26231486996894504,2.4719143964766555,-1.3382097030225133,0.9049929097388214,8.566744970245486,0.03411749511731579,2.4333666123741384,1.662275654217736
RUS,7,0,7,39887.33984375,143826130.0,14234035.214523248,3.076,4.37751097028844,-1.1343,-1.1876,-1.1047,13.0,56459.0,4.0,47.33,5.86571931748967,7.016857019356528,0.0,86135.0,1629053.0,1.9459101490553132,10.59381425537944,18.78411569745315,16.4711465008107,0.04866987660726184,0.4917790278372904,-3.02269499043356,-0.7097257937911132,10.94128770180748,0.10835897158839991,1.9265408141372122,2.0815464522200395
SEN,3,2,1,4304.76148720232,18077573.0,3421784.800355756,2.784,1.79788238969797,-0.1386,-0.2736,0.0578,1.0,51.0,3.0,33.22,5.93947798773215,2.181545886708068,0.0,11924.0,432481.0,1.0986122886681098,8.367477011657378,16.710182667192086,15.045672844360293,0.16595148032316065,0.8767354392620179,-1.7960598205597014,-0.13154999772790954,3.9512437185814275,0.11901824861701628,1.9372265537836744,1.157367206565819
SGP,2,0,2,129555.245509242,5917648.0,959204.1598244708,3.444,-3.00715571486563,1.4242,1.7532,2.0402,0.0,0.0,0.0,50.555,4.83372362825798,2.121333924598787,0.0,37.0,1620.0,0.6931471805599453,11.771862675400127,15.59344963061941,13.773859219450499,0.33797211324499193,2.0850618499882123,-1.0847918920951904,0.7347985190737207,0.0,0.0016874755104847815,1.7636554977245062,1.1382604503877432
SRB,11,2,9,25735.2402009063,6623183.0,712625.2323187543,8.268,4.3943385787905,-0.0391,-0.0745,-0.4472,0.0,1138.0,3.0,47.21,12.3719043552519,5.275421845175492,0.0,29807.0,1140565.0,2.3978952727983707,10.155616545670897,15.706086628068325,13.476710940338046,1.6608328654062556,15.435883408461386,0.5073192026943185,2.736694890424599,7.037905963447182,0.9557082214618992,2.593155815918744,1.8366407090810473
SVK,2,0,2,39518.2209359245,5426740.0,555249.5674787714,5.843,2.20694498399155,0.5732,0.6034,0.2926,0.0,750.0,2.0,49.48,10.5319476645211,3.131762220415077,0.0,628.0,15337.0,0.6931471805599453,10.584517134044988,15.506849143292765,13.227172962789727,0.36854538820728466,3.601983895424583,-0.9981914047685461,1.281484775734492,6.621405651764134,0.02724721364804682,2.4451212414829144,1.4187040037194436
SVN,2,0,2,47977.4268117652,2120461.0,198153.35786033564,3.652,1.97100496138407,0.8186,1.0388,0.7766,0.0,263.0,3.0,52.58,7.44687717385838,2.180746543298723,0.0,7.0,541.0,0.6931471805599453,10.778485904521283,14.567144075838945,12.196796544527663,0.9431911268351552,10.093192573651258,-0.05848633731472472,2.3118611939965557,5.575949103146316,0.0027264883415303335,2.133796807839165,1.1571159312834125
SWE,37,1,36,62662.7652797761,10536632.0,1162769.9604451207,7.611,-0.674701257933236,0.7584,1.604,2.0282,0.0,61.0,3.0,47.89,8.5486248974891,2.2022667999359573,0.0,23.0,796.0,3.6109179126442243,11.045522695032195,16.170368505420207,13.966315613522633,3.5115585321761262,31.820567488547784,1.2560599651882904,3.460112857085865,4.127134385045092,0.0006843379960023258,2.2563971543333965,1.1638589340065348
SYC,1,0,1,28635.3563581744,119773.0,14016.454605228017,,2.34889965056195,0.7635,0.4329,1.6288,0.0,0.0,1.0,51.57,-1.03530088431952,2.6389673158981943,0.0,10.0,346.0,0.0,10.262397469596841,11.69335356363654,9.547987247383912,8.349127098761825,71.34471791654137,2.1221569943277343,4.267523310580362,0.0,0.02438551412253523,0.0,1.291699936973363
TCA,1,0,1,31839.3705381969,46198.0,5409.813193576998,,12.8670493869653,,,,0.0,0.0,1.0,,,,,19.0,251.0,0.0,10.368458870233908,10.7406917860895,8.595969841406465,21.6459586995108,184.84926636418558,3.074818771874775,5.219540716557809,0.0,0.04535299324752931,,
TGO,3,1,2,2842.23076240747,9304337.0,1649634.4814591142,1.942,3.74285776726366,-0.9542,-0.5275,-0.6192,2.0,33.0,2.0,47.66,5.48928568141131,2.3883029415135537,0.0,7955.0,187249.0,1.0986122886681098,7.952344502548442,16.045991193504896,14.316064294947752,0.32243028170626237,1.8185846826785999,-1.1318683468725133,0.5980585516846307,3.5263605246161616,0.10751663852748877,1.8701524601609705,1.220329188823588
TTO,18,0,18,31196.603554718,1367510.0,175395.55748041655,3.361,1.33995194217194,0.4014,-0.2836,-0.3741,0.0,0.0,2.0,66.285,4.62930242419968,4.324866627208379,0.0,351.0,8880.0,2.8903717578961645,10.348064507446143,14.128502125865795,12.074799030665691,13.162609414190756,102.62517625060005,2.577380189994643,4.631083285194748,0.0,0.049388480650641435,1.7279855311356354,1.6723876647481812
TUN,5,0,5,12650.9615158166,12200431.0,1663909.7853980276,15.106,-0.481913639518325,-0.631,-0.139,-0.3419,4.0,16.0,3.0,53.115,9.32899597507865,5.536563100377821,0.0,2800.0,71367.0,1.6094379124341003,9.445488500422579,16.316981836948322,14.324680683387584,0.40982158745047614,3.004970608309716,-0.8920333665499485,1.1002677870107902,2.833213344056216,0.04199680574065384,2.334955083352492,1.8774115075152649
TUR,3,0,3,35069.1701714685,85325965.0,13124275.306289356,9.388,4.61909774991381,-1.0111,-0.512,-0.5025,13.0,54152.0,8.0,55.35,53.8594087593315,18.315774007405583,1.0,127738.0,1834012.0,1.0986122886681098,10.465077680791783,18.261989362391304,16.389974150158665,0.035159285921934784,0.22858404978462724,-3.3478665157589194,-1.4758513035262806,10.899568652556571,0.13080188892434133,4.0047737081880115,2.9609220681812864
UGA,3,1,2,2791.05576885861,48656601.0,9741218.134347752,2.754,2.42759459782118,-0.6955,-0.4749,-1.0426,8.0,3375.0,2.0,63.525000000000006,5.35094804280395,5.803918973473247,0.0,8376.0,206735.0,1.0986122886681098,7.934175215013012,17.700298040845357,16.09187673292683,0.06165658797251374,0.307969697282718,-2.7861751942129747,-1.1777538862944488,8.124446855715847,0.021000639904751484,1.8486040998401134,1.917498765802102
UKR,5,1,4,15916.9580078125,37732836.0,4080414.4915870368,,15.4480219876898,-1.4298,-0.8883,-0.6861,10.0,312.0,4.0,54.435,12.8490222828559,12.196289467571155,0.0,5960362.0,13163189.0,1.6094379124341003,9.675140361229007,17.446041254766374,15.221709132295574,0.1325105804398058,1.2253657098583874,-2.0210927843679984,0.20323933810279982,5.746203190540153,1.4412426882963567,2.6282146368459207,2.5799356891344707
URY,1,0,1,31059.2537072459,3388081.0,494926.82918788993,8.355,0.826336249281525,0.9649,0.7177,1.5739,0.0,16.0,2.0,48.785,5.86910359896119,8.059421314990997,0.0,93.0,4694.0,0.0,10.343652068958956,15.035774242378563,13.112165210801956,0.29515232959306464,2.020500690255303,-1.22026368441429,0.703345347162318,2.833213344056216,0.009439537291690829,1.9270336172203824,2.203805245497402
VCT,1,0,1,17858.2446468702,101323.0,15583.298232223427,18.348,6.07793111453327,1.018,0.5722,0.7373,0.0,13.0,2.0,,4.56457719814894,1.5862243660478892,0.0,157.0,18423.0,0.0,9.790220565550475,11.526068712836368,9.653954993568545,9.869427474512204,64.17126753899774,2.289441845127905,4.161555564395728,2.6390573296152584,0.7803460349987676,1.7164210066658556,0.9501990383988729
VNM,1,0,1,13545.9346616752,100352192.0,13342553.685870128,1.645,4.36194957647844,-0.0364,-0.0855,-0.4158,0.0,1802.0,0.0,63.725,3.25289282667662,5.162667094547428,0.0,18339.0,4021008.0,0.0,9.513841756322732,18.42419647651564,16.406469010856124,0.009964904403881881,0.07494817135785693,-4.608685918551363,-2.5909584528918517,7.497207223203318,0.26341540153339693,1.447599416489282,1.8185096537350733
ZAF,50,1,49,13695.3755694076,63212384.0,10267727.29901588,32.098,-0.523851146279725,-0.6656,0.0862,-0.2847,0.0,1014.0,5.0,53.900000000000006,6.0752438457966,5.186148474131293,0.0,919.0,31860.0,3.912023005428146,9.524813505155223,17.962010789288605,16.144516262285457,0.7909842476436263,4.8696267970412785,-0.23447722589618458,1.583017301106964,6.922643891475888,0.0030981220549513412,1.9566019087723434,1.822312675612621
ZMB,1,0,1,3673.4841969922,20723965.0,3877599.9598998586,5.861,2.46464031100994,0.2017,-0.5291,-0.4777,0.0,19.0,5.0,40.155,10.884531691282,10.50897828817306,0.0,324.0,8452.0,0.0,8.208895863157027,16.846801318052236,15.170726953171819,0.048253314459853605,0.2578914819325059,-3.0312907600879617,-1.3552163952075444,2.995732273553991,0.0021773267081987235,2.4752376966939655,2.443127451476021
ZWE,14,0,14,5218.02266462129,16340822.0,3083227.320866264,9.348,3.59876695621327,-0.9344,-1.2771,-1.2612,0.0,1090.0,7.0,61.81,,79.61135123223463,1.0,7460.0,591120.0,2.6390573296152584,8.559873809232908,16.60917695212838,14.941487437807657,0.8567500459891185,4.540696660688178,-0.154609064548846,1.5130804497718757,6.994849985833071,0.17539863728442956,,4.389639473743217
