country_code,year,terms_of_trade_index
FIN,2022,96.5
FJI,2022,89.7
FRA,2022,94.8
FRO,2022,103.6
FSM,2022,94.4
GAB,2022,135.4
GBR,2022,90.3
GEO,2022,95.3
GHA,2022,111.1
GIB,2022,83.6
GIN,2022,121.7
GMB,2022,95.6
GNB,2022,93.3
GNQ,2022,195.7
GRC,2022,93.3
GRD,2022,77.7
GRL,2022,89.6
GTM,2022,94.0
GUM,2022,112.3
GUY,2022,156.0
HKG,2022,99.9
HND,2022,95.2
HRV,2022,89.8
HTI,2022,80.2
HUN,2022,93.8
IDN,2022,124.9
IND,2022,81.4
IRL,2022,71.1
IRN,2022,131.8
IRQ,2022,143.5
ISL,2022,100.0
ISR,2022,91.3
ITA,2022,89.9
JAM,2022,113.3
JOR,2022,100.0
JPN,2022,79.3
KAZ,2022,144.4
KEN,2022,86.5
KGZ,2022,107.8
KHM,2022,80.9
KIR,2022,107.2
KNA,2022,99.6
KOR,2022,85.5
KWT,2022,164.3
LAO,2022,181.2
LBN,2022,89.0
LBR,2022,113.9
LBY,2022,146.2
LCA,2022,83.4
LKA,2022,88.6
LSO,2022,78.7
LTU,2022,97.7
LUX,2022,97.2
LVA,2022,103.1
MAC,2022,94.0
MAR,2022,88.1
MDA,2022,99.8
MDG,2022,85.3
MDV,2022,101.7
MEX,2022,98.9
MHL,2022,94.3
MKD,2022,88.0
MLI,2022,103.4
MLT,2022,99.5
MMR,2022,122.0
MNG,2022,148.5
MNP,2022,121.4
MOZ,2022,154.9
MRT,2022,108.0
MUS,2022,74.7
MWI,2022,77.9
MYS,2022,111.9
NAM,2022,99.9
NCL,2022,130.5
NER,2022,103.8
NGA,2022,147.2
NIC,2022,101.0
NLD,2022,93.0
NOR,2022,185.7
NPL,2022,97.6
NRU,2022,65.1
NZL,2022,111.9
OMN,2022,119.9
PAK,2022,94.6
PAN,2022,84.7
PER,2022,114.8
PHL,2022,88.1
PLW,2022,94.7
PNG,2022,193.9
POL,2022,96.5
PRK,2022,163.0
PRT,2022,93.4
PRY,2022,117.1
PSE,2022,71.9
PYF,2022,89.3
QAT,2022,237.7
ROU,2022,94.8
RUS,2022,135.5
RWA,2022,113.8
SAU,2022,182.5
SEN,2022,111.0
SGP,2022,94.1
SLB,2022,76.7
SLE,2022,111.1
SLV,2022,91.6
SOM,2022,117.0
SRB,2022,95.2
STP,2022,102.6
SUR,2022,110.5
SVK,2022,94.0
SVN,2022,97.0
SWE,2022,97.4
SWZ,2022,81.9
SYC,2022,90.7
SYR,2022,102.0
TCA,2022,92.3
TCD,2022,158.6
TGO,2022,106.6
THA,2022,89.5
TJK,2022,108.0
TKM,2022,265.7
TLS,2022,154.3
TON,2022,81.0
TTO,2022,161.9
TUN,2022,88.5
TUR,2022,76.0
TZA,2022,98.2
UGA,2022,104.1
UKR,2022,99.4
URY,2022,97.3
USA,2022,109.0
UZB,2022,127.5
VCT,2022,50.8
VGB,2022,56.8
VNM,2022,100.3
VUT,2022,89.9
WLD,2022,101.0
WSM,2022,94.3
YEM,2022,116.4
ZAF,2022,118.1
ZMB,2022,116.9
ZWE,2022,94.0
ABW,2023,95.7
AFG,2023,100.9
AGO,2023,129.2
ALB,2023,76.4
AND,2023,94.8
ARE,2023,111.1
ARG,2023,109.4
ARM,2023,103.2
ASM,2023,202.5
ATG,2023,86.9
AUS,2023,172.2
AUT,2023,95.5
AZE,2023,116.2
BDI,2023,103.7
BEL,2023,98.6
BEN,2023,102.1
BFA,2023,107.3
BGD,2023,80.9
BGR,2023,97.3
BHR,2023,128.6
BHS,2023,101.4
BIH,2023,106.6
BLR,2023,124.0
BLZ,2023,96.1
BMU,2023,126.3
BOL,2023,80.4
BRA,2023,117.2
BRB,2023,97.8
BRN,2023,111.5
BTN,2023,128.5
BWA,2023,82.1
CAF,2023,101.2
CAN,2023,109.9
CHE,2023,95.8
CHL,2023,129.7
CHN,2023,90.2
CIV,2023,91.8
CMR,2023,109.7
COD,2023,133.6
COG,2023,113.7
COL,2023,139.1
COM,2023,65.3
CPV,2023,95.0
CRI,2023,89.6
CUB,2023,98.2
CYM,2023,142.1
CYP,2023,84.2
CZE,2023,99.5
DEU,2023,101.6
DJI,2023,94.3
DMA,2023,68.0
DNK,2023,95.7
DOM,2023,99.2
DZA,2023,98.8
ECU,2023,108.0
EGY,2023,110.2
ERI,2023,95.7
ESP,2023,95.5
EST,2023,100.4
ETH,2023,103.1
FIN,2023,95.9
FJI,2023,99.3
FRA,2023,96.5
FRO,2023,102.9
FSM,2023,98.8
GAB,2023,118.8
GBR,2023,91.1
GEO,2023,97.2
GHA,2023,117.8
GIB,2023,49.2
GIN,2023,113.2
GMB,2023,100.3
GNB,2023,115.7
GNQ,2023,127.4
GRC,2023,95.4
GRD,2023,82.3
GRL,2023,89.1
GTM,2023,95.3
GUM,2023,109.1
GUY,2023,141.3
HKG,2023,100.3
HND,2023,93.9
HRV,2023,87.6
HTI,2023,82.1
HUN,2023,102.2
IDN,2023,108.3
IND,2023,87.5
IRL,2023,67.5
IRN,2023,109.0
IRQ,2023,121.9
ISL,2023,92.4
ISR,2023,92.6
ITA,2023,100.7
JAM,2023,99.4
JOR,2023,98.5
JPN,2023,86.5
KAZ,2023,124.6
KEN,2023,91.9
KGZ,2023,107.2
KHM,2023,83.9
KIR,2023,101.9
KNA,2023,102.1
KOR,2023,85.4
KWT,2023,134.1
LAO,2023,155.8
LBN,2023,95.9
LBR,2023,116.6
LBY,2023,125.5
LCA,2023,92.9
LKA,2023,85.6
LSO,2023,84.7
LTU,2023,102.5
LUX,2023,90.9
LVA,2023,104.3
MAC,2023,93.1
MAR,2023,90.8
MDA,2023,90.9
MDG,2023,84.7
MDV,2023,91.7
MEX,2023,101.0
MHL,2023,98.1
MKD,2023,93.5
MLI,2023,117.6
MLT,2023,100.6
MMR,2023,119.6
MNG,2023,110.3
MNP,2023,55.9
MOZ,2023,121.8
MRT,2023,114.9
MUS,2023,88.2
MWI,2023,87.8
MYS,2023,111.7
NAM,2023,104.5
NCL,2023,117.3
NER,2023,108.0
NGA,2023,127.7
NIC,2023,117.7
NLD,2023,95.7
NOR,2023,123.4
NPL,2023,96.7
NRU,2023,58.1
NZL,2023,105.1
OMN,2023,99.9
PAK,2023,116.1
PAN,2023,80.6
PER,2023,120.9
PHL,2023,94.2
PLW,2023,91.8
PNG,2023,130.3
POL,2023,100.9
PRK,2023,138.4
PRT,2023,96.3
PRY,2023,92.0
PSE,2023,78.6
PYF,2023,89.3
QAT,2023,137.4
ROU,2023,95.1
RUS,2023,114.6
RWA,2023,115.0
SAU,2023,168.1
SEN,2023,112.8
SGP,2023,93.3
SLB,2023,77.0
SLE,2023,103.6
SLV,2023,97.0
SOM,2023,117.4
SRB,2023,101.7
STP,2023,107.2
SUR,2023,116.9
SVK,2023,96.8
SVN,2023,104.4
SWE,2023,96.9
SWZ,2023,92.8
SYC,2023,94.5
SYR,2023,103.8
TCA,2023,57.1
TCD,2023,144.0
TGO,2023,107.5
THA,2023,90.0
TJK,2023,105.0
TKM,2023,144.0
TLS,2023,120.9
TON,2023,85.3
TTO,2023,130.5
TUN,2023,92.5
TUR,2023,86.7
TZA,2023,105.7
UGA,2023,104.4
UKR,2023,79.4
URY,2023,102.8
USA,2023,106.5
UZB,2023,123.4
VCT,2023,54.3
VGB,2023,63.9
VNM,2023,103.3
VUT,2023,93.2
WLD,2023,100.2
WSM,2023,95.0
YEM,2023,106.1
ZAF,2023,113.8
ZMB,2023,116.5
ZWE,2023,99.1
