school_name,gender,platform,base_url,status,division,source_id,softball_roster,field_hockey_roster,beach_volleyball_roster,football_roster,baseball_roster,cross_country_roster,soccer_roster,volleyball_roster,water_polo_roster,basketball_roster,bowling_roster,fencing_roster,gymnastics_roster,ice_hockey_roster,swimming_diving_roster,track_field_roster,wrestling_roster,golf_roster,lacrosse_roster,rowing_roster,tennis_roster
Eckerd College,Men,Sidearm Sports,http://www.eckerdtritons.com/,OK,II,234,,,,,https://eckerdtritons.com/sports/baseball/roster,https://eckerdtritons.com/sports/mens-cross-country/roster,https://eckerdtritons.com/sports/mens-soccer/roster,,,https://eckerdtritons.com/sports/mens-basketball/roster,,,,,,,,https://eckerdtritons.com/sports/mens-golf/roster,,,https://eckerdtritons.com/sports/mens-tennis/roster
Eckerd College,Women,Sidearm Sports,http://www.eckerdtritons.com/,OK,II,234,https://eckerdtritons.com/sports/softball/roster,,https://eckerdtritons.com/sports/womens-beach-volleyball/roster,,,https://eckerdtritons.com/sports/womens-cross-country/roster,https://eckerdtritons.com/sports/womens-soccer/roster,https://eckerdtritons.com/sports/womens-volleyball/roster,,https://eckerdtritons.com/sports/womens-basketball/roster,,,,,,,,https://eckerdtritons.com/sports/womens-golf/roster,,,https://eckerdtritons.com/sports/womens-tennis/roster
Edgewood University,Men,Sidearm Sports,http://www.edgewoodeagles.com/,OK,III,235,,,,,https://edgewoodeagles.com/sports/baseball/roster,https://edgewoodeagles.com/sports/mens-cross-country/roster,https://edgewoodeagles.com/sports/mens-soccer/roster,https://edgewoodeagles.com/sports/mens-volleyball/roster,,https://edgewoodeagles.com/sports/mens-basketball/roster,,,,,,https://edgewoodeagles.com/sports/mens-track-and-field/roster,,https://edgewoodeagles.com/sports/mens-golf/roster,https://edgewoodeagles.com/sports/mens-lacrosse/roster,,https://edgewoodeagles.com/sports/mens-tennis/roster
Edgewood University,Women,Sidearm Sports,http://www.edgewoodeagles.com/,OK,III,235,https://edgewoodeagles.com/sports/softball/roster,,,,,https://edgewoodeagles.com/sports/womens-cross-country/roster,https://edgewoodeagles.com/sports/womens-soccer/roster,https://edgewoodeagles.com/sports/womens-volleyball/roster,,https://edgewoodeagles.com/sports/womens-basketball/roster,https://edgewoodeagles.com/sports/womens-bowling/roster,,,,,https://edgewoodeagles.com/sports/womens-track-and-field/roster,,https://edgewoodeagles.com/sports/womens-golf/roster,https://edgewoodeagles.com/sports/womens-lacrosse/roster,,https://edgewoodeagles.com/sports/womens-tennis/roster
Edward Waters University,Men,Sidearm Sports,http://www.ewutigerpride.com/,OK,II,236,,,,https://ewutigerpride.com/sports/football/roster,https://ewutigerpride.com/sports/baseball/roster,https://ewutigerpride.com/sports/mens-cross-country/roster,,https://ewutigerpride.com/sports/mens-volleyball/roster,,https://ewutigerpride.com/sports/mens-basketball/roster,,,,,,,,,,,
Edward Waters University,Women,Sidearm Sports,http://www.ewutigerpride.com/,OK,II,236,https://ewutigerpride.com/sports/softball/roster,,,,,https://ewutigerpride.com/sports/womens-cross-country/roster,https://ewutigerpride.com/sports/womens-soccer/roster,https://ewutigerpride.com/sports/womens-volleyball/roster,,https://ewutigerpride.com/sports/womens-basketball/roster,,,,,,,,https://ewutigerpride.com/sports/womens-golf/roster,,,https://ewutigerpride.com/sports/womens-tennis/roster
Elizabeth City State University,Men,Sidearm Sports,http://www.ecsuvikings.com/,OK,II,237,,,,https://ecsuvikings.com/sports/football/roster,,https://ecsuvikings.com/sports/mens-cross-country/roster,,,,https://ecsuvikings.com/sports/mens-basketball/roster,,,,,,,,https://ecsuvikings.com/sports/mens-golf/roster,,,
Elizabeth City State University,Women,Sidearm Sports,http://www.ecsuvikings.com/,OK,II,237,https://ecsuvikings.com/sports/softball/roster,,,,,https://ecsuvikings.com/sports/womens-cross-country/roster,,https://ecsuvikings.com/sports/womens-volleyball/roster,,https://ecsuvikings.com/sports/womens-basketball/roster,https://ecsuvikings.com/sports/womens-bowling/roster,,,,,,,,,,https://ecsuvikings.com/sports/womens-tennis/roster
Elizabethtown College,Men,Sidearm Sports,http://www.etownbluejays.com/,OK,III,238,,,,,https://etownbluejays.com/sports/baseball/roster,https://etownbluejays.com/sports/mens-cross-country/roster,https://etownbluejays.com/sports/mens-soccer/roster,https://etownbluejays.com/sports/mens-volleyball/roster,,https://etownbluejays.com/sports/mens-basketball/roster,,,,,https://etownbluejays.com/sports/mens-swimming-and-diving/roster,https://etownbluejays.com/sports/mens-track-and-field/roster,https://etownbluejays.com/sports/wrestling/roster,https://etownbluejays.com/sports/golf/roster,https://etownbluejays.com/sports/mens-lacrosse/roster,,https://etownbluejays.com/sports/mens-tennis/roster
Elizabethtown College,Women,Sidearm Sports,http://www.etownbluejays.com/,OK,III,238,https://etownbluejays.com/sports/softball/roster,https://etownbluejays.com/sports/field-hockey/roster,,,,https://etownbluejays.com/sports/womens-cross-country/roster,https://etownbluejays.com/sports/womens-soccer/roster,https://etownbluejays.com/sports/womens-volleyball/roster,,https://etownbluejays.com/sports/womens-basketball/roster,,,,,https://etownbluejays.com/sports/womens-swimming-and-diving/roster,https://etownbluejays.com/sports/womens-track-and-field/roster,,https://etownbluejays.com/sports/womens-golf/roster,https://etownbluejays.com/sports/womens-lacrosse/roster,,https://etownbluejays.com/sports/womens-tennis/roster
Elmhurst University,Men,Sidearm Sports,http://elmhurstbluejays.com/,OK,III,239,,,,https://elmhurstbluejays.com/sports/football/roster,https://elmhurstbluejays.com/sports/baseball/roster,https://elmhurstbluejays.com/sports/cross-country/roster,https://elmhurstbluejays.com/sports/mens-soccer/roster,,,https://elmhurstbluejays.com/sports/mens-basketball/roster,,,,,,https://elmhurstbluejays.com/sports/mens-track-and-field/roster,https://elmhurstbluejays.com/sports/wrestling/roster,https://elmhurstbluejays.com/sports/mens-golf/roster,https://elmhurstbluejays.com/sports/mens-lacrosse/roster,,https://elmhurstbluejays.com/sports/mens-tennis/roster
Elmhurst University,Women,Sidearm Sports,http://elmhurstbluejays.com/,OK,III,239,https://elmhurstbluejays.com/sports/softball/roster,,,,,https://elmhurstbluejays.com/sports/womens-cross-country/roster,https://elmhurstbluejays.com/sports/womens-soccer/roster,https://elmhurstbluejays.com/sports/womens-volleyball/roster,,https://elmhurstbluejays.com/sports/womens-basketball/roster,https://elmhurstbluejays.com/sports/womens-bowling/roster,,,,,https://elmhurstbluejays.com/sports/womens-track-and-field/roster,https://elmhurstbluejays.com/sports/womens-wrestling/roster,https://elmhurstbluejays.com/sports/womens-golf/roster,https://elmhurstbluejays.com/sports/womens-lacrosse/roster,,https://elmhurstbluejays.com/sports/womens-tennis/roster
Elmira College,Men,Sidearm Sports,http://athletics.elmira.edu/,OK,III,240,,,,,https://athletics.elmira.edu/sports/baseball/roster,,https://athletics.elmira.edu/sports/mens-soccer/roster,https://athletics.elmira.edu/sports/mens-volleyball/roster,,https://athletics.elmira.edu/sports/mens-basketball/roster,,,,https://athletics.elmira.edu/sports/mens-ice-hockey/roster,,,https://athletics.elmira.edu/sports/mens-wrestling/roster,,https://athletics.elmira.edu/sports/mens-lacrosse/roster,,
Elmira College,Women,Sidearm Sports,http://athletics.elmira.edu/,OK,III,240,https://athletics.elmira.edu/sports/softball/roster,https://athletics.elmira.edu/sports/field-hockey/roster,,,,,https://athletics.elmira.edu/sports/womens-soccer/roster,https://athletics.elmira.edu/sports/womens-volleyball/roster,,https://athletics.elmira.edu/sports/womens-basketball/roster,,,,https://athletics.elmira.edu/sports/womens-ice-hockey/roster,,,https://athletics.elmira.edu/sports/womens-wrestling/roster,,https://athletics.elmira.edu/sports/womens-lacrosse/roster,,
Elms College,Men,PrestoSports,http://ecblazers.com/,OK,III,241,,,,,https://ecblazers.com/sports/bsb/2025-26/roster,https://ecblazers.com/sports/mxc/2025-26/roster,https://ecblazers.com/sports/msoc/2025-26/roster,https://ecblazers.com/sports/mvball/2025-26/roster,,https://ecblazers.com/sports/mbkb/2025-26/roster,,,,,https://ecblazers.com/sports/mswim/2025-26/roster,,,https://ecblazers.com/sports/mgolf/2025-26/roster,https://ecblazers.com/sports/mlax/2025-26/roster,,
Elms College,Women,PrestoSports,http://ecblazers.com/,OK,III,241,https://ecblazers.com/sports/sball/2025-26/roster,https://ecblazers.com/sports/fh/2025-26/roster,,,,https://ecblazers.com/sports/wxc/2025-26/roster,https://ecblazers.com/sports/wsoc/2025-26/roster,https://ecblazers.com/sports/wvball/2025-26/roster,,https://ecblazers.com/sports/wbkb/2025-26/roster,,,,,https://ecblazers.com/sports/wswim/2025-26/roster,,,,https://ecblazers.com/sports/wlax/2025-26/roster,,
Elon University,Men,Sidearm Sports,http://www.elonphoenix.com/,OK,I-FCS,242,,,,https://elonphoenix.com/sports/football/roster,https://elonphoenix.com/sports/baseball/roster,https://elonphoenix.com/sports/mens-cross-country/roster,https://elonphoenix.com/sports/mens-soccer/roster,,,https://elonphoenix.com/sports/mens-basketball/roster,,,,,,,,https://elonphoenix.com/sports/mens-golf/roster,,,https://elonphoenix.com/sports/mens-tennis/roster
Elon University,Women,Sidearm Sports,http://www.elonphoenix.com/,OK,I-FCS,242,https://elonphoenix.com/sports/softball/roster,,,,,https://elonphoenix.com/sports/womens-cross-country/roster,https://elonphoenix.com/sports/womens-soccer/roster,https://elonphoenix.com/sports/womens-volleyball/roster,,https://elonphoenix.com/sports/womens-basketball/roster,,,,,,https://elonphoenix.com/sports/womens-track-and-field/roster,,https://elonphoenix.com/sports/womens-golf/roster,https://elonphoenix.com/sports/womens-lacrosse/roster,,https://elonphoenix.com/sports/womens-tennis/roster
Embry-Riddle Aeronautical University (Florida),Men,Sidearm Sports,http://www.erauathletics.com/,OK,II,243,,,,,https://erauathletics.com/sports/baseball/roster,https://erauathletics.com/sports/mens-cross-country/roster,https://erauathletics.com/sports/mens-soccer/roster,,,https://erauathletics.com/sports/mens-basketball/roster,,,,,,https://erauathletics.com/sports/mens-track-and-field/roster,,https://erauathletics.com/sports/mens-golf/roster,https://erauathletics.com/sports/mens-lacrosse/roster,https://erauathletics.com/sports/mens-rowing/roster,https://erauathletics.com/sports/mens-tennis/roster
Embry-Riddle Aeronautical University (Florida),Women,Sidearm Sports,http://www.erauathletics.com/,OK,II,243,https://erauathletics.com/sports/softball/roster,,,,,https://erauathletics.com/sports/womens-cross-country/roster,https://erauathletics.com/sports/womens-soccer/roster,https://erauathletics.com/sports/womens-volleyball/roster,,https://erauathletics.com/sports/womens-basketball/roster,,,,,,https://erauathletics.com/sports/womens-track-and-field/roster,,https://erauathletics.com/sports/womens-golf/roster,https://erauathletics.com/sports/womens-lacrosse/roster,https://erauathletics.com/sports/womens-rowing/roster,https://erauathletics.com/sports/womens-tennis/roster
Emerson College,Men,Sidearm Sports,http://www.emersonlions.com/,OK,III,244,,,,,https://emersonlions.com/sports/baseball/roster,https://emersonlions.com/sports/mens-cross-country/roster,https://emersonlions.com/sports/mens-soccer/roster,https://emersonlions.com/sports/mens-volleyball/roster,,https://emersonlions.com/sports/mens-basketball/roster,,,,,,,,,https://emersonlions.com/sports/mens-lacrosse/roster,,https://emersonlions.com/sports/mens-tennis/roster
Emerson College,Women,Sidearm Sports,http://www.emersonlions.com/,OK,III,244,https://emersonlions.com/sports/softball/roster,,,,,https://emersonlions.com/sports/womens-cross-country/roster,https://emersonlions.com/sports/womens-soccer/roster,https://emersonlions.com/sports/womens-volleyball/roster,,https://emersonlions.com/sports/womens-basketball/roster,,,,,,,,,https://emersonlions.com/sports/womens-lacrosse/roster,,https://emersonlions.com/sports/womens-tennis/roster
Emmanuel College (Massachusetts),Men,Sidearm Sports,http://www.goecsaints.com/,OK,III,245,,,,,,https://goecsaints.com/sports/cross-country/roster,https://goecsaints.com/sports/mens-soccer/roster,https://goecsaints.com/sports/mens-volleyball/roster,,https://goecsaints.com/sports/mens-basketball/roster,,,,,,https://goecsaints.com/sports/track-and-field/roster,https://goecsaints.com/sports/mens-wrestling/roster,https://goecsaints.com/sports/mens-golf/roster,https://goecsaints.com/sports/mens-lacrosse/roster,,
Emmanuel College (Massachusetts),Women,Sidearm Sports,http://www.goecsaints.com/,OK,III,245,https://goecsaints.com/sports/softball/roster,,,,,https://goecsaints.com/sports/cross-country/roster,https://goecsaints.com/sports/womens-soccer/roster,https://goecsaints.com/sports/womens-volleyball/roster,,https://goecsaints.com/sports/womens-basketball/roster,,,,,,https://goecsaints.com/sports/track-and-field/roster,https://goecsaints.com/sports/womens-wrestling/roster,,https://goecsaints.com/sports/womens-lacrosse/roster,,
Emmanuel University (Georgia),Men,Sidearm Sports,http://www.goeclions.com/,OK,II,246,,,,,https://goeulions.com/sports/baseball/roster,https://goeulions.com/sports/mens-cross-country/roster,https://goeulions.com/sports/mens-soccer/roster,https://goeulions.com/sports/mens-volleyball/roster,,https://goeulions.com/sports/mens-basketball/roster,https://goeulions.com/sports/mens-bowling/roster,,,,https://goeulions.com/sports/mens-swimming-and-diving/roster,https://goeulions.com/sports/mens-track-and-field/roster,https://goeulions.com/sports/wrestling/roster,https://goeulions.com/sports/mens-golf/roster,https://goeulions.com/sports/mens-lacrosse/roster,,https://goeulions.com/sports/mens-tennis/roster
Emmanuel University (Georgia),Women,Sidearm Sports,http://www.goeclions.com/,OK,II,246,https://goeulions.com/sports/softball/roster,,https://goeulions.com/sports/womens-beach-volleyball/roster,,,https://goeulions.com/sports/womens-cross-country/roster,https://goeulions.com/sports/womens-soccer/roster,https://goeulions.com/sports/womens-volleyball/roster,,https://goeulions.com/sports/womens-basketball/roster,https://goeulions.com/sports/womens-bowling/roster,,,,https://goeulions.com/sports/womens-swimming-and-diving/roster,https://goeulions.com/sports/womens-track-and-field/roster,https://goeulions.com/sports/womens-wrestling/roster,https://goeulions.com/sports/womens-golf/roster,https://goeulions.com/sports/womens-lacrosse/roster,,https://goeulions.com/sports/womens-tennis/roster
Emory & Henry University,Men,PrestoSports,http://www.gowasps.com/,OK,II,247,,,,https://www.gowasps.com/sports/fball/2025-26/roster,https://www.gowasps.com/sports/bsb/2025-26/roster,https://www.gowasps.com/sports/mxc/2025-26/roster,https://www.gowasps.com/sports/msoc/2025-26/roster,,,https://www.gowasps.com/sports/mbkb/2025-26/roster,,,,,,https://www.gowasps.com/sports/mtrack/2025-26/roster,https://www.gowasps.com/sports/wwrest/2025-26/roster,,https://www.gowasps.com/sports/mlax/2025-26/roster,,https://www.gowasps.com/sports/mten/2025-26/roster
Emory & Henry University,Women,PrestoSports,http://www.gowasps.com/,OK,II,247,https://www.gowasps.com/sports/sball/2025-26/roster,,,,,https://www.gowasps.com/sports/wxc/2025-26/roster,https://www.gowasps.com/sports/wsoc/2025-26/roster,https://www.gowasps.com/sports/wvball/2025-26/roster,,https://www.gowasps.com/sports/wbkb/2025-26/roster,,,,,,https://www.gowasps.com/sports/wtrack/2025-26/roster,,,https://www.gowasps.com/sports/wlax/2025-26/roster,,https://www.gowasps.com/sports/wten/2025-26/roster
Emory University,Men,Sidearm Sports,http://www.emoryathletics.com/,OK,III,248,,,,,https://emoryathletics.com/sports/baseball/roster,https://emoryathletics.com/sports/mens-cross-country/roster,https://emoryathletics.com/sports/mens-soccer/roster,,,https://emoryathletics.com/sports/mens-basketball/roster,,,,,https://emoryathletics.com/sports/mens-swimming-and-diving/roster,https://emoryathletics.com/sports/mens-track-and-field/roster,,https://emoryathletics.com/sports/mens-golf/roster,,,https://emoryathletics.com/sports/mens-tennis/roster
Emory University,Women,Sidearm Sports,http://www.emoryathletics.com/,OK,III,248,https://emoryathletics.com/sports/softball/roster,,,,,https://emoryathletics.com/sports/womens-cross-country/roster,https://emoryathletics.com/sports/womens-soccer/roster,https://emoryathletics.com/sports/womens-volleyball/roster,,https://emoryathletics.com/sports/womens-basketball/roster,,,,,https://emoryathletics.com/sports/womens-swimming-and-diving/roster,https://emoryathletics.com/sports/womens-track-and-field/roster,,https://emoryathletics.com/sports/womens-golf/roster,,,https://emoryathletics.com/sports/womens-tennis/roster
Emporia State University,Men,Sidearm Sports,http://www.esuhornets.com/,OK,II,249,,,,https://esuhornets.com/sports/football/roster,https://esuhornets.com/sports/baseball/roster,https://esuhornets.com/sports/mens-cross-country/roster,,,,https://esuhornets.com/sports/mens-basketball/roster,,,,,,https://esuhornets.com/sports/mens-track-and-field/roster,,,,,https://esuhornets.com/sports/mens-tennis/roster
Emporia State University,Women,Sidearm Sports,http://www.esuhornets.com/,OK,II,249,https://esuhornets.com/sports/softball/roster,,,,,https://esuhornets.com/sports/womens-cross-country/roster,https://esuhornets.com/sports/womens-soccer/roster,https://esuhornets.com/sports/womens-volleyball/roster,,https://esuhornets.com/sports/womens-basketball/roster,,,,,,https://esuhornets.com/sports/womens-track-and-field/roster,,,,,https://esuhornets.com/sports/womens-tennis/roster
Endicott College,Men,PrestoSports,http://www.ecgulls.com/,OK,III,250,,,,https://www.ecgulls.com/sports/fball/2025-26/roster,https://www.ecgulls.com/sports/bsb/2025-26/roster,https://www.ecgulls.com/sports/mxc/2025-26/roster,https://www.ecgulls.com/sports/msoc/2025-26/roster,https://www.ecgulls.com/sports/mvball/2025-26/roster,,https://www.ecgulls.com/sports/mbkb/2025-26/roster,,,,https://www.ecgulls.com/sports/mice/2025-26/roster,,,,https://www.ecgulls.com/sports/mgolf/2025-26/roster,https://www.ecgulls.com/sports/mlax/2025-26/roster,,https://www.ecgulls.com/sports/mten/2025-26/roster
Endicott College,Women,PrestoSports,http://www.ecgulls.com/,OK,III,250,https://www.ecgulls.com/sports/sball/2025-26/roster,https://www.ecgulls.com/sports/fh/2025-26/roster,,,,https://www.ecgulls.com/sports/wxc/2025-26/roster,https://www.ecgulls.com/sports/wsoc/2025-26/roster,https://www.ecgulls.com/sports/wvball/2025-26/roster,,https://www.ecgulls.com/sports/wbkb/2025-26/roster,,,,https://www.ecgulls.com/sports/wice/2025-26/roster,,https://www.ecgulls.com/sports/wtrack/2025-26/roster,,https://www.ecgulls.com/sports/wgolf/2025-26/roster,https://www.ecgulls.com/sports/wlax/2025-26/roster,,https://www.ecgulls.com/sports/wten/2025-26/roster
Erskine College,Men,Sidearm Sports,http://www.erskinesports.com/,OK,II,251,,,,https://erskinesports.com/sports/football/roster,https://erskinesports.com/sports/baseball/roster,https://erskinesports.com/sports/mens-cross-country/roster,https://erskinesports.com/sports/mens-soccer/roster,https://erskinesports.com/sports/mens-volleyball/roster,,https://erskinesports.com/sports/mens-basketball/roster,,,,,,https://erskinesports.com/sports/mens-track-and-field/roster,,https://erskinesports.com/sports/mens-golf/roster,,,
Erskine College,Women,Sidearm Sports,http://www.erskinesports.com/,OK,II,251,https://erskinesports.com/sports/softball/roster,,https://erskinesports.com/sports/womens-beach-volleyball/roster,,,https://erskinesports.com/sports/womens-cross-country/roster,https://erskinesports.com/sports/womens-soccer/roster,https://erskinesports.com/sports/womens-volleyball/roster,,https://erskinesports.com/sports/womens-basketball/roster,,,,,,https://erskinesports.com/sports/womens-track-and-field/roster,,https://erskinesports.com/sports/womens-golf/roster,,,https://erskinesports.com/sports/womens-tennis/roster
Eureka College,Men,PrestoSports,http://www.eurekareddevils.com/,OK,III,252,,,,https://www.eurekareddevils.com/sports/fball/2025-26/roster,https://www.eurekareddevils.com/sports/bsb/2025-26/roster,,https://www.eurekareddevils.com/sports/msoc/2025-26/roster,https://www.eurekareddevils.com/sports/mvball/2025-26/roster,,https://www.eurekareddevils.com/sports/mbkb/2025-26/roster,,,,,,,https://www.eurekareddevils.com/sports/wwrest/2025-26/roster,https://www.eurekareddevils.com/sports/golf/2025-26/roster,,,
Eureka College,Women,PrestoSports,http://www.eurekareddevils.com/,OK,III,252,https://www.eurekareddevils.com/sports/sball/2025-26/roster,,,,,,https://www.eurekareddevils.com/sports/wsoc/2025-26/roster,http://eurekareddevils.com/sports/wvball/2025-26/roster,,https://www.eurekareddevils.com/sports/wbkb/2025-26/roster,,,,,,,,https://www.eurekareddevils.com/sports/wgolf/2025-26/roster,,,
Fairfield University,Men,Sidearm Sports,http://fairfieldstags.com/,OK,I,253,,,,,https://fairfieldstags.com/sports/baseball/roster,https://fairfieldstags.com/sports/mens-cross-country/roster,https://fairfieldstags.com/sports/mens-soccer/roster,,,https://fairfieldstags.com/sports/mens-basketball/roster,,,,,https://fairfieldstags.com/sports/mens-swimming-and-diving/roster,,,https://fairfieldstags.com/sports/mens-golf/roster,https://fairfieldstags.com/sports/mens-lacrosse/roster,https://fairfieldstags.com/sports/mens-rowing/roster,https://fairfieldstags.com/sports/mens-tennis/roster
Fairfield University,Women,Sidearm Sports,http://fairfieldstags.com/,OK,I,253,https://fairfieldstags.com/sports/softball/roster,https://fairfieldstags.com/sports/field-hockey/roster,,,,https://fairfieldstags.com/sports/womens-cross-country/roster,https://fairfieldstags.com/sports/womens-soccer/roster,https://fairfieldstags.com/sports/womens-volleyball/roster,,https://fairfieldstags.com/sports/womens-basketball/roster,,,,,https://fairfieldstags.com/sports/womens-swimming-and-diving/roster,,,https://fairfieldstags.com/sports/womens-golf/roster,https://fairfieldstags.com/sports/womens-lacrosse/roster,https://fairfieldstags.com/sports/womens-rowing/roster,https://fairfieldstags.com/sports/womens-tennis/roster
"Fairleigh Dickinson University, Florham",Men,Sidearm Sports,http://www.fdudevils.com/,OK,III,254,,,,https://fdudevils.com/sports/football/roster,https://fdudevils.com/sports/baseball/roster,https://fdudevils.com/sports/mens-cross-country/roster,https://fdudevils.com/sports/mens-soccer/roster,,,https://fdudevils.com/sports/mens-basketball/roster,,,,,https://fdudevils.com/sports/mens-swimming-and-diving/roster,https://fdudevils.com/sports/mens-track-and-field/roster,,https://fdudevils.com/sports/mens-golf/roster,https://fdudevils.com/sports/mens-lacrosse/roster,,https://fdudevils.com/sports/mens-tennis/roster
"Fairleigh Dickinson University, Florham",Women,Sidearm Sports,http://www.fdudevils.com/,OK,III,254,https://fdudevils.com/sports/softball/roster,https://fdudevils.com/sports/field-hockey/roster,,,,https://fdudevils.com/sports/womens-cross-country/roster,https://fdudevils.com/sports/womens-soccer/roster,https://fdudevils.com/sports/womens-volleyball/roster,,https://fdudevils.com/sports/womens-basketball/roster,,,,,https://fdudevils.com/sports/womens-swimming-and-diving/roster,https://fdudevils.com/sports/womens-track-field/roster,,https://fdudevils.com/sports/womens-golf/roster,https://fdudevils.com/sports/womens-lacrosse/roster,,https://fdudevils.com/sports/womens-tennis/roster
"Fairleigh Dickinson University, Metropolitan Campus",Men,Sidearm Sports,http://www.fduknights.com/,OK,I,255,,,,,https://fduknights.com/sports/baseball/roster,https://fduknights.com/sports/mens-cross-country/roster,https://fduknights.com/sports/mens-soccer/roster,https://fduknights.com/sports/mvball/roster,,https://fduknights.com/sports/mens-basketball/roster,,https://fduknights.com/sports/mens-fencing/roster,,,,https://fduknights.com/sports/mens-track-and-field/roster,,https://fduknights.com/sports/mens-golf/roster,,,https://fduknights.com/sports/mens-tennis/roster
"Fairleigh Dickinson University, Metropolitan Campus",Women,Sidearm Sports,http://www.fduknights.com/,OK,I,255,https://fduknights.com/sports/softball/roster,,,,,https://fduknights.com/sports/womens-cross-country/roster,https://fduknights.com/sports/womens-soccer/roster,https://fduknights.com/sports/womens-volleyball/roster,,https://fduknights.com/sports/womens-basketball/roster,https://fduknights.com/sports/womens-bowling/roster,https://fduknights.com/sports/womens-fencing/roster,,,,https://fduknights.com/sports/womens-track-and-field/roster,,https://fduknights.com/sports/womens-golf/roster,https://fduknights.com/sports/wlax/roster,,https://fduknights.com/sports/womens-tennis/roster
Fairmont State University,Men,Sidearm Sports,http://www.fightingfalcons.com/,OK,II,256,,,,https://fightingfalcons.com/sports/football/roster,https://fightingfalcons.com/sports/baseball/roster,https://fightingfalcons.com/sports/mens-cross-country/roster,,,,https://fightingfalcons.com/sports/mens-basketball/roster,,,,,https://fightingfalcons.com/sports/mens-swimming-and-diving/roster,,https://fightingfalcons.com/sports/wrestling/roster,https://fightingfalcons.com/sports/mens-golf/roster,,,https://fightingfalcons.com/sports/mens-tennis/roster
Fairmont State University,Women,Sidearm Sports,http://www.fightingfalcons.com/,OK,II,256,https://fightingfalcons.com/sports/softball/roster,,,,,https://fightingfalcons.com/sports/womens-cross-country/roster,https://fightingfalcons.com/sports/womens-soccer/roster,https://fightingfalcons.com/sports/womens-volleyball/roster,,https://fightingfalcons.com/sports/womens-basketball/roster,,,,,https://fightingfalcons.com/sports/womens-swimming-and-diving/roster,,https://fightingfalcons.com/sports/womens-wrestling/roster,https://fightingfalcons.com/sports/womens-golf/roster,,,https://fightingfalcons.com/sports/womens-tennis/roster
Farmingdale State College,Men,Sidearm Sports,http://www.farmingdalesports.com/,OK,III,257,,,,,https://farmingdalesports.com/sports/baseball/roster,https://farmingdalesports.com/sports/mens-cross-country/roster,https://farmingdalesports.com/sports/mens-soccer/roster,,,https://farmingdalesports.com/sports/mens-basketball/roster,,,,,,https://farmingdalesports.com/sports/mens-track-and-field/roster,,https://farmingdalesports.com/sports/mens-golf/roster,https://farmingdalesports.com/sports/mens-lacrosse/roster,,https://farmingdalesports.com/sports/mens-tennis/roster
Farmingdale State College,Women,Sidearm Sports,http://www.farmingdalesports.com/,OK,III,257,https://farmingdalesports.com/sports/softball/roster,,,,,https://farmingdalesports.com/sports/womens-cross-country/roster,https://farmingdalesports.com/sports/womens-soccer/roster,https://farmingdalesports.com/sports/womens-volleyball/roster,,https://farmingdalesports.com/sports/womens-basketball/roster,,,,,,https://farmingdalesports.com/sports/womens-track-and-field/roster,,,https://farmingdalesports.com/sports/womens-lacrosse/roster,,https://farmingdalesports.com/sports/womens-tennis/roster
Fayetteville State University,Men,Sidearm Sports,http://fsubroncos.com/,OK,II,258,,,,https://fsubroncos.com/sports/football/roster,,https://fsubroncos.com/sports/cross-country/roster,,,,https://fsubroncos.com/sports/mens-basketball/roster,,,,,,https://fsubroncos.com/sports/track-and-field/roster,,https://fsubroncos.com/sports/mens-golf/roster,,,
Fayetteville State University,Women,Sidearm Sports,http://fsubroncos.com/,OK,II,258,https://fsubroncos.com/sports/softball/roster,,,,,https://fsubroncos.com/sports/cross-country/roster,,https://fsubroncos.com/sports/womens-volleyball/roster,,https://fsubroncos.com/sports/womens-basketball/roster,https://fsubroncos.com/sports/womens-bowling/roster,,,,,https://fsubroncos.com/sports/track-and-field/roster,,,,,
Felician University,Men,Sidearm Sports,http://www.felicianuathletics.com/,OK,II,259,,,,,https://felicianuathletics.com/sports/baseball/roster,https://felicianuathletics.com/sports/mens-cross-country/roster,https://felicianuathletics.com/sports/mens-soccer/roster,,,https://felicianuathletics.com/sports/mens-basketball/roster,,,,,https://felicianuathletics.com/sports/mens-swimming/roster,https://felicianuathletics.com/sports/mens-track-and-field/roster,https://felicianuathletics.com/sports/mens-wrestling/roster,https://felicianuathletics.com/sports/mens-golf/roster,https://felicianuathletics.com/sports/mens-lacrosse/roster,,
Felician University,Women,Sidearm Sports,http://www.felicianuathletics.com/,OK,II,259,https://felicianuathletics.com/sports/softball/roster,,,,,https://felicianuathletics.com/sports/womens-cross-country/roster,https://felicianuathletics.com/sports/womens-soccer/roster,https://felicianuathletics.com/sports/womens-volleyball/roster,,https://felicianuathletics.com/sports/womens-basketball/roster,https://felicianuathletics.com/sports/womens-bowling/roster,,,,https://felicianuathletics.com/sports/womens-swimming-and-diving/roster,https://felicianuathletics.com/sports/womens-track-and-field/roster,https://felicianuathletics.com/sports/womens-wrestling/roster,,https://felicianuathletics.com/sports/womens-lacrosse/roster,,
