iso_code,country_name,year,political_stability,govt_effectiveness,rule_of_law,control_corruption
CUB,Cuba,2018,0.6406,-0.2501,-0.4638,0.1343
CUB,Cuba,2019,0.6105,-0.1779,-0.3405,0.0149
CUB,Cuba,2020,0.5961,-0.204,-0.2854,-0.154
CUB,Cuba,2021,0.3928,-0.2498,-0.4199,-0.0332
CUB,Cuba,2022,0.4914,-0.3509,-0.4614,-0.0693
CUB,Cuba,2023,0.3842,-0.4755,-0.453,-0.0551
CYM,Cayman Islands,2015,1.1287,1.1305,0.7834,0.9733
CYM,Cayman Islands,2016,1.1408,1.1407,0.7641,0.482
CYM,Cayman Islands,2017,1.1626,1.1825,0.744,0.481
CYM,Cayman Islands,2018,1.1108,1.158,0.7397,0.456
CYM,Cayman Islands,2019,1.4015,1.1251,0.7335,0.4279
CYM,Cayman Islands,2020,1.4565,1.075,0.7261,0.4385
CYM,Cayman Islands,2021,1.6248,1.2399,0.7414,0.4685
CYM,Cayman Islands,2022,1.6607,1.2623,0.7211,0.4577
CYM,Cayman Islands,2023,1.6256,1.2372,0.7218,0.4376
CYP,Cyprus,2015,0.5424,1.0176,1.0103,0.9712
CYP,Cyprus,2016,0.5938,0.9263,0.6932,0.7895
CYP,Cyprus,2017,0.531,0.8854,0.8545,0.7466
CYP,Cyprus,2018,0.4845,0.8836,0.7211,0.6077
CYP,Cyprus,2019,0.5446,0.9558,0.7267,0.599
CYP,Cyprus,2020,0.2888,0.8394,0.5472,0.3499
CYP,Cyprus,2021,0.4222,0.6979,0.6057,0.3694
CYP,Cyprus,2022,0.4238,0.7303,0.5701,0.4214
CYP,Cyprus,2023,0.4096,0.7377,0.628,0.3327
CZE,Czechia,2015,0.9703,1.0256,1.1071,0.4679
CZE,Czechia,2016,0.9634,1.0081,0.9883,0.5559
CZE,Czechia,2017,0.9907,1.0306,1.0886,0.5681
CZE,Czechia,2018,1.0264,0.9512,1.0198,0.5097
CZE,Czechia,2019,0.942,0.9196,1.0171,0.5335
CZE,Czechia,2020,0.9123,0.911,1.0185,0.5554
CZE,Czechia,2021,0.9475,1.0697,1.0904,0.6153
CZE,Czechia,2022,0.8141,1.0934,1.1004,0.6631
CZE,Czechia,2023,0.9674,1.114,1.1422,0.7678
DEU,Germany,2015,0.6875,1.6564,1.7591,1.7758
DEU,Germany,2016,0.6675,1.6602,1.5833,1.7813
DEU,Germany,2017,0.5744,1.6131,1.5741,1.797
DEU,Germany,2018,0.5779,1.5236,1.5914,1.8984
DEU,Germany,2019,0.5485,1.4953,1.5813,1.8651
DEU,Germany,2020,0.645,1.3137,1.5201,1.8253
DEU,Germany,2021,0.7258,1.2891,1.5718,1.7829
DEU,Germany,2022,0.6285,1.2893,1.532,1.8184
DEU,Germany,2023,0.587,1.1854,1.5512,1.6642
DJI,Djibouti,2015,-0.4477,-1.0177,-0.9448,-0.6975
DJI,Djibouti,2016,-0.6286,-1.0396,-1.0007,-0.6898
DJI,Djibouti,2017,-0.7339,-1.0867,-0.932,-0.6714
DJI,Djibouti,2018,-0.1334,-0.986,-0.9504,-0.7431
DJI,Djibouti,2019,-0.3434,-0.8181,-0.9462,-0.8805
DJI,Djibouti,2020,-0.4482,-0.7611,-1.043,-0.7529
DJI,Djibouti,2021,-0.5663,-0.8322,-1.0295,-0.805
DJI,Djibouti,2022,-0.5074,-0.7868,-1.1026,-0.7933
DJI,Djibouti,2023,-0.5167,-0.7315,-1.1252,-0.7809
DMA,Dominica,2015,1.0544,0.2145,0.7021,0.6071
DMA,Dominica,2016,0.9777,0.1685,0.65,0.6242
DMA,Dominica,2017,1.1728,-0.2421,0.6512,0.6347
DMA,Dominica,2018,1.0691,-0.269,0.7045,0.5358
DMA,Dominica,2019,1.0299,-0.2531,0.7183,0.5216
DMA,Dominica,2020,1.3171,-0.1268,0.7916,0.5568
DMA,Dominica,2021,1.3341,-0.1203,0.6917,0.5475
DMA,Dominica,2022,1.308,-0.0973,0.7342,0.5396
DMA,Dominica,2023,1.2853,0.2608,0.6249,0.5445
DNK,Denmark,2015,0.8871,1.7947,2.0151,2.1859
DNK,Denmark,2016,0.8529,1.8212,1.8829,2.203
DNK,Denmark,2017,0.8549,1.7468,1.8043,2.1907
DNK,Denmark,2018,0.932,1.8106,1.7732,2.157
DNK,Denmark,2019,0.9676,1.8733,1.8334,2.1216
DNK,Denmark,2020,0.9202,1.8401,1.8068,2.2365
DNK,Denmark,2021,0.9287,1.9597,1.8957,2.3334
DNK,Denmark,2022,0.8689,1.9901,1.8996,2.4026
DNK,Denmark,2023,0.8508,2.0156,1.9089,2.3761
DOM,Dominican Republic,2015,0.2276,-0.3948,-0.5295,-0.8737
DOM,Dominican Republic,2016,0.2413,-0.2907,-0.3941,-0.8105
DOM,Dominican Republic,2017,0.1521,-0.3834,-0.428,-0.7876
DOM,Dominican Republic,2018,0.0123,-0.3887,-0.3652,-0.8309
DOM,Dominican Republic,2019,-0.0031,-0.3513,-0.3203,-0.839
DOM,Dominican Republic,2020,0.165,-0.2814,-0.171,-0.751
DOM,Dominican Republic,2021,0.2874,-0.0026,-0.1164,-0.5904
DOM,Dominican Republic,2022,0.2493,-0.0685,-0.0934,-0.4398
DOM,Dominican Republic,2023,0.239,0.128,-0.1286,-0.4495
DZA,Algeria,2015,-1.0908,-0.4108,-0.942,-0.6395
DZA,Algeria,2016,-1.0997,-0.4647,-0.9167,-0.6737
DZA,Algeria,2017,-0.9196,-0.537,-0.925,-0.5989
DZA,Algeria,2018,-0.8421,-0.4885,-0.807,-0.6589
DZA,Algeria,2019,-1.0559,-0.5679,-0.861,-0.6562
DZA,Algeria,2020,-0.8478,-0.5736,-0.798,-0.6668
DZA,Algeria,2021,-0.9925,-0.6527,-0.833,-0.636
DZA,Algeria,2022,-0.6507,-0.5135,-0.8333,-0.638
DZA,Algeria,2023,-0.5779,-0.6701,-0.6784,-0.5893
ECU,Ecuador,2015,-0.1473,-0.3945,-0.9564,-0.6724
ECU,Ecuador,2016,-0.0917,-0.3836,-0.6491,-0.6808
ECU,Ecuador,2017,-0.0789,-0.3522,-0.7181,-0.6261
ECU,Ecuador,2018,-0.0947,-0.3178,-0.6633,-0.6295
ECU,Ecuador,2019,-0.2382,-0.3677,-0.543,-0.5093
ECU,Ecuador,2020,-0.2702,-0.4705,-0.5409,-0.5041
ECU,Ecuador,2021,-0.2574,-0.2416,-0.355,-0.5946
ECU,Ecuador,2022,-0.3712,-0.3093,-0.6208,-0.6303
ECU,Ecuador,2023,-0.3381,-0.4942,-0.9578,-0.6473
EGY,"Egypt, Arab Rep.",2015,-1.4993,-0.6903,-0.6018,-0.6009
EGY,"Egypt, Arab Rep.",2016,-1.4397,-0.5362,-0.4775,-0.5909
EGY,"Egypt, Arab Rep.",2017,-1.4296,-0.5306,-0.448,-0.496
EGY,"Egypt, Arab Rep.",2018,-1.1881,-0.454,-0.3014,-0.5147
EGY,"Egypt, Arab Rep.",2019,-1.1246,-0.2514,-0.3321,-0.6553
EGY,"Egypt, Arab Rep.",2020,-1.1819,-0.4462,-0.3175,-0.8104
EGY,"Egypt, Arab Rep.",2021,-1.0329,-0.4577,-0.2606,-0.7059
EGY,"Egypt, Arab Rep.",2022,-0.9787,-0.4482,-0.2656,-0.679
EGY,"Egypt, Arab Rep.",2023,-0.8668,-0.2395,-0.1842,-0.7478
ERI,Eritrea,2015,-0.8785,-1.6797,-1.5254,-1.3395
ERI,Eritrea,2016,-0.6623,-1.7815,-1.6623,-1.3444
ERI,Eritrea,2017,-0.7334,-1.7976,-1.5931,-1.2313
ERI,Eritrea,2018,-0.6094,-1.7684,-1.6195,-1.3225
ERI,Eritrea,2019,-0.706,-1.8026,-1.6308,-1.4077
ERI,Eritrea,2020,-0.9927,-1.6432,-1.4901,-1.3406
ERI,Eritrea,2021,-1.0557,-1.696,-1.5835,-1.2575
ERI,Eritrea,2022,-0.9572,-1.7313,-1.7731,-1.2822
ERI,Eritrea,2023,-0.7928,-1.7938,-1.7621,-1.4753
ESP,Spain,2015,0.2412,1.1573,0.8861,0.631
ESP,Spain,2016,0.4022,1.0949,0.9654,0.5698
ESP,Spain,2017,0.2708,1.0013,1.0244,0.5103
ESP,Spain,2018,0.2759,0.9692,0.9781,0.6128
ESP,Spain,2019,0.2928,0.9688,0.9902,0.6664
ESP,Spain,2020,0.4114,0.8539,0.861,0.7118
ESP,Spain,2021,0.5092,0.9079,0.8433,0.7154
ESP,Spain,2022,0.3188,0.9202,0.7992,0.6854
ESP,Spain,2023,0.2873,0.7521,0.8229,0.6294
EST,Estonia,2015,0.6139,1.0359,1.3005,1.2554
EST,Estonia,2016,0.6628,1.0546,1.1926,1.2311
EST,Estonia,2017,0.6424,1.0723,1.2485,1.2026
EST,Estonia,2018,0.5804,1.1506,1.2035,1.4685
EST,Estonia,2019,0.6302,1.1398,1.2427,1.5252
EST,Estonia,2020,0.7098,1.299,1.3351,1.5808
EST,Estonia,2021,0.7486,1.3433,1.3894,1.5066
EST,Estonia,2022,0.7279,1.3426,1.4263,1.5447
EST,Estonia,2023,0.6605,1.2635,1.4264,1.5381
ETH,Ethiopia,2015,-1.4969,-0.712,-0.5272,-0.4761
ETH,Ethiopia,2016,-1.6172,-0.7143,-0.5078,-0.4421
ETH,Ethiopia,2017,-1.6772,-0.7593,-0.4698,-0.5823
ETH,Ethiopia,2018,-1.2746,-0.6669,-0.4447,-0.5053
ETH,Ethiopia,2019,-1.3038,-0.6614,-0.482,-0.4345
ETH,Ethiopia,2020,-1.7537,-0.5896,-0.4029,-0.3897
ETH,Ethiopia,2021,-2.1838,-0.6504,-0.6233,-0.422
ETH,Ethiopia,2022,-2.0706,-0.7918,-0.6359,-0.4333
ETH,Ethiopia,2023,-1.9696,-0.7687,-0.6702,-0.4651
FIN,Finland,2015,1.028,1.8432,2.053,2.2156
FIN,Finland,2016,0.9826,1.8416,2.0077,2.1863
FIN,Finland,2017,1.0638,1.9773,2.0241,2.1623
FIN,Finland,2018,0.8919,2.0139,2.0344,2.1718
FIN,Finland,2019,0.8353,1.9728,2.0126,2.1139
FIN,Finland,2020,0.9818,1.901,2.0186,2.1704
FIN,Finland,2021,0.9633,1.9183,2.0135,2.2378
FIN,Finland,2022,0.8948,1.7546,1.9579,2.2469
FIN,Finland,2023,0.714,1.7386,1.967,2.2215
FJI,Fiji,2015,0.5697,-0.3343,-0.3629,0.3781
FJI,Fiji,2016,0.897,-0.2804,-0.0901,0.3356
FJI,Fiji,2017,0.5854,0.2372,-0.0815,0.6388
FJI,Fiji,2018,0.8329,0.7748,0.1767,0.7
FJI,Fiji,2019,0.7793,0.7624,0.4225,0.6881
FJI,Fiji,2020,0.6628,0.5906,0.1975,0.6134
FJI,Fiji,2021,0.7251,0.6605,0.3007,0.4434
FJI,Fiji,2022,0.7485,0.594,0.3253,0.3889
FJI,Fiji,2023,0.7443,0.4908,0.3049,0.5063
FRA,France,2015,0.0978,1.4173,1.3668,1.2478
FRA,France,2016,-0.1063,1.3806,1.3516,1.3283
FRA,France,2017,0.2657,1.3089,1.3981,1.2245
FRA,France,2018,0.0139,1.4197,1.3962,1.2816
FRA,France,2019,0.2713,1.3382,1.3715,1.2481
FRA,France,2020,0.281,1.2043,1.2987,1.1226
FRA,France,2021,0.3256,1.2285,1.2592,1.2819
FRA,France,2022,0.3933,1.1652,1.1806,1.2594
FRA,France,2023,0.3437,1.1446,1.1806,1.1848
FSM,"Micronesia, Fed. Sts.",2015,1.0172,-0.1559,-0.2831,0.6784
FSM,"Micronesia, Fed. Sts.",2016,1.0365,-0.0447,-0.0026,0.7057
FSM,"Micronesia, Fed. Sts.",2017,1.1616,0.3971,0.0497,0.7685
FSM,"Micronesia, Fed. Sts.",2018,1.3154,0.1639,0.0347,0.6723
FSM,"Micronesia, Fed. Sts.",2019,1.0328,0.0968,0.0816,0.7106
FSM,"Micronesia, Fed. Sts.",2020,1.1155,0.3572,0.1904,0.8749
FSM,"Micronesia, Fed. Sts.",2021,1.1979,0.3046,0.5217,0.5635
FSM,"Micronesia, Fed. Sts.",2022,1.2092,0.3799,0.6897,0.4833
FSM,"Micronesia, Fed. Sts.",2023,1.0808,0.2323,0.644,0.7837
GAB,Gabon,2015,0.0152,-0.7594,-0.5644,-0.7236
GAB,Gabon,2016,-0.1101,-0.8327,-0.6118,-0.7588
GAB,Gabon,2017,-0.1059,-1.0043,-0.7235,-0.8419
GAB,Gabon,2018,-0.2573,-0.8266,-0.7198,-0.8592
GAB,Gabon,2019,-0.0751,-0.9575,-0.7562,-0.887
GAB,Gabon,2020,-0.0658,-0.9915,-0.6799,-0.8869
GAB,Gabon,2021,-0.0757,-0.8164,-0.7082,-0.868
GAB,Gabon,2022,0.0604,-0.6854,-0.8238,-1.043
GAB,Gabon,2023,-0.3355,-0.7798,-0.8727,-1.0155
GBR,United Kingdom,2015,0.5037,1.7052,1.7707,1.8313
GBR,United Kingdom,2016,0.3479,1.5738,1.64,1.8505
GBR,United Kingdom,2017,0.3807,1.4309,1.6451,1.8143
GBR,United Kingdom,2018,0.0771,1.3617,1.6032,1.8069
GBR,United Kingdom,2019,0.5267,1.4498,1.5699,1.7487
GBR,United Kingdom,2020,0.4831,1.3322,1.464,1.6602
GBR,United Kingdom,2021,0.49,1.2397,1.3955,1.6406
GBR,United Kingdom,2022,0.5332,1.2381,1.4138,1.6201
GBR,United Kingdom,2023,0.5149,1.1611,1.3984,1.4809
GEO,Georgia,2015,-0.4722,0.2631,0.2228,0.7007
GEO,Georgia,2016,-0.3201,0.4209,0.3358,0.7135
GEO,Georgia,2017,-0.3752,0.4815,0.2627,0.7595
GEO,Georgia,2018,-0.4476,0.5181,0.2705,0.7248
GEO,Georgia,2019,-0.4982,0.7662,0.2487,0.7165
GEO,Georgia,2020,-0.4296,0.7167,0.2229,0.6015
GEO,Georgia,2021,-0.4296,0.6165,0.1444,0.6611
GEO,Georgia,2022,-0.4365,0.6501,0.1695,0.6204
GEO,Georgia,2023,-0.3356,0.7913,0.1773,0.6177
GHA,Ghana,2015,-0.0382,-0.3198,0.1231,-0.2108
GHA,Ghana,2016,-0.1389,-0.2541,0.0332,-0.1755
GHA,Ghana,2017,0.082,-0.1871,0.1055,-0.2534
GHA,Ghana,2018,-0.0366,-0.3199,0.0511,-0.1384
GHA,Ghana,2019,0.1185,-0.29,0.0127,-0.1087
GHA,Ghana,2020,0.1699,-0.197,-0.0821,-0.1272
GHA,Ghana,2021,0.0659,-0.1765,-0.1077,-0.128
GHA,Ghana,2022,-0.195,-0.1064,-0.0795,-0.0644
GHA,Ghana,2023,-0.0216,-0.0927,-0.0996,-0.099
GIN,Guinea,2015,-0.3865,-1.1854,-1.1881,-1.0145
GIN,Guinea,2016,-0.3961,-1.0659,-1.2448,-0.9469
GIN,Guinea,2017,-0.6991,-1.0855,-1.2542,-1.0376
GIN,Guinea,2018,-0.8806,-1.0255,-1.2318,-1.0601
GIN,Guinea,2019,-0.8426,-0.8558,-1.2372,-0.9144
GIN,Guinea,2020,-0.6693,-0.9691,-1.3038,-0.9732
GIN,Guinea,2021,-0.9399,-0.9525,-1.1588,-1.021
GIN,Guinea,2022,-0.8387,-0.9142,-1.0977,-0.9718
GIN,Guinea,2023,-0.8779,-0.9079,-1.114,-0.8977
GMB,"Gambia, The",2015,0.0162,-0.9906,-0.7455,-0.8137
GMB,"Gambia, The",2016,-0.442,-0.9374,-0.7987,-0.8506
GMB,"Gambia, The",2017,-0.0948,-0.7451,-0.4539,-0.6578
GMB,"Gambia, The",2018,-0.0875,-0.7514,-0.4558,-0.5021
GMB,"Gambia, The",2019,0.2145,-0.7652,-0.4056,-0.4071
GMB,"Gambia, The",2020,0.248,-0.7862,-0.3935,-0.4248
GMB,"Gambia, The",2021,0.0353,-0.6761,-0.4056,-0.3809
GMB,"Gambia, The",2022,0.044,-0.6536,-0.4551,-0.2755
GMB,"Gambia, The",2023,-0.012,-0.5906,-0.3743,-0.2811
GNB,Guinea-Bissau,2015,-0.5166,-1.6544,-1.3125,-1.5099
GNB,Guinea-Bissau,2016,-0.4453,-1.7073,-1.5377,-1.5865
GNB,Guinea-Bissau,2017,-0.4977,-1.8065,-1.4641,-1.5961
GNB,Guinea-Bissau,2018,-0.6848,-1.5219,-1.266,-1.5591
GNB,Guinea-Bissau,2019,-0.5616,-1.5602,-1.3033,-1.498
GNB,Guinea-Bissau,2020,-0.7217,-1.4656,-1.4003,-1.3633
GNB,Guinea-Bissau,2021,-0.28,-1.4483,-1.4621,-1.3202
GNB,Guinea-Bissau,2022,-0.3859,-1.4869,-1.454,-1.1855
GNB,Guinea-Bissau,2023,-0.3277,-1.4326,-1.4364,-1.1784
GNQ,Equatorial Guinea,2015,-0.2078,-1.1791,-1.3342,-1.5725
GNQ,Equatorial Guinea,2016,-0.1467,-1.1644,-1.3906,-1.6032
GNQ,Equatorial Guinea,2017,-0.172,-1.1723,-1.3683,-1.6458
GNQ,Equatorial Guinea,2018,-0.0902,-1.1962,-1.4232,-1.5434
GNQ,Equatorial Guinea,2019,-0.1479,-1.0413,-1.2848,-1.5639
GNQ,Equatorial Guinea,2020,-0.2216,-1.2156,-1.1583,-1.5396
GNQ,Equatorial Guinea,2021,-0.2027,-1.1841,-1.2028,-1.5873
GNQ,Equatorial Guinea,2022,-0.2363,-1.2971,-1.4083,-1.602
GNQ,Equatorial Guinea,2023,-0.2354,-1.3203,-1.3387,-1.5704
GRC,Greece,2015,-0.2356,0.1459,0.2525,-0.1191
GRC,Greece,2016,-0.1297,0.1244,0.1124,-0.1345
GRC,Greece,2017,-0.0812,0.2392,0.0503,-0.112
GRC,Greece,2018,0.154,0.2585,0.113,-0.0562
GRC,Greece,2019,0.1624,0.3143,0.1581,0.0137
GRC,Greece,2020,0.1152,0.4029,0.289,0.032
GRC,Greece,2021,0.1014,0.406,0.3212,0.183
GRC,Greece,2022,0.1065,0.447,0.3251,0.0376
GRC,Greece,2023,0.2397,0.148,0.2132,0.0978
GRD,Grenada,2015,0.7797,-0.151,0.1749,0.5399
GRD,Grenada,2016,0.9986,-0.1192,0.6203,0.5611
GRD,Grenada,2017,0.9924,-0.1446,0.4541,0.4599
GRD,Grenada,2018,0.9688,-0.197,0.2495,0.3703
GRD,Grenada,2019,0.9381,-0.1086,0.1873,0.3383
GRD,Grenada,2020,1.0326,0.0025,0.3277,0.3578
GRD,Grenada,2021,1.0403,0.0204,0.4905,0.4945
GRD,Grenada,2022,1.0336,0.0385,0.5556,0.4842
GRD,Grenada,2023,1.018,-0.0061,0.6049,0.5582
GRL,Greenland,2015,1.9471,0.8426,1.6717,1.1588
GRL,Greenland,2016,1.9642,0.8146,1.6899,1.1323
GRL,Greenland,2017,1.9276,0.8103,1.6899,1.1491
GRL,Greenland,2018,1.9368,0.8081,1.7018,1.1441
GRL,Greenland,2019,1.8874,0.7869,1.7106,1.1121
GRL,Greenland,2020,1.9106,0.7665,1.7012,1.01
GRL,Greenland,2021,1.8776,0.7479,1.6868,1.0019
GRL,Greenland,2022,1.5698,0.7565,1.6899,1.0291
GRL,Greenland,2023,1.4954,0.7639,1.6843,1.0283
GTM,Guatemala,2015,-0.6544,-0.7699,-0.9541,-0.7814
GTM,Guatemala,2016,-0.545,-0.6541,-1.0321,-0.7913
GTM,Guatemala,2017,-0.6514,-0.6925,-1.0773,-0.7875
GTM,Guatemala,2018,-0.5381,-0.7178,-1.0757,-0.8218
GTM,Guatemala,2019,-0.5773,-0.7265,-1.1004,-0.9156
GTM,Guatemala,2020,-0.4158,-0.7134,-1.1004,-1.1341
GTM,Guatemala,2021,-0.3955,-0.7829,-1.1103,-1.1927
GTM,Guatemala,2022,-0.2629,-0.9078,-1.1275,-1.2101
GTM,Guatemala,2023,-0.2444,-0.8972,-1.0753,-1.1216
GUM,Guam,2015,0.7867,0.4428,1.2855,1.1517
GUM,Guam,2016,0.6521,0.218,1.0454,1.1594
GUM,Guam,2017,0.6785,0.2372,1.2953,1.1718
GUM,Guam,2018,0.6974,0.2226,1.2966,1.1789
GUM,Guam,2019,0.8865,0.2176,1.2682,1.1762
GUM,Guam,2020,0.8894,0.6326,1.1185,1.2655
GUM,Guam,2021,0.8785,0.6387,1.1388,1.2797
GUM,Guam,2022,0.8161,0.6676,1.2211,1.2703
GUM,Guam,2023,0.8934,0.6542,0.9481,1.2514
GUY,Guyana,2015,-0.1396,-0.3302,-0.5411,-0.6576
GUY,Guyana,2016,-0.0342,-0.2836,-0.3134,-0.348
GUY,Guyana,2017,-0.0494,-0.2818,-0.2992,-0.5311
GUY,Guyana,2018,-0.1918,-0.2548,-0.3836,-0.25
GUY,Guyana,2019,-0.2541,-0.3956,-0.4452,-0.1427
GUY,Guyana,2020,-0.1376,-0.4467,-0.4336,-0.1732
GUY,Guyana,2021,-0.1371,-0.2614,-0.4166,-0.1873
GUY,Guyana,2022,0.0207,-0.2663,-0.3134,-0.2955
GUY,Guyana,2023,-0.0552,-0.2945,-0.3422,-0.3837
HKG,"Hong Kong SAR, China",2015,1.0352,1.8779,1.7903,1.6106
HKG,"Hong Kong SAR, China",2016,0.7362,1.8039,1.6841,1.5171
HKG,"Hong Kong SAR, China",2017,0.8182,1.8634,1.6813,1.5721
HKG,"Hong Kong SAR, China",2018,0.7766,1.8608,1.7297,1.6376
HKG,"Hong Kong SAR, China",2019,-0.227,1.707,1.5657,1.6527
HKG,"Hong Kong SAR, China",2020,0.0566,1.6184,1.5502,1.6171
HKG,"Hong Kong SAR, China",2021,0.2639,1.4876,1.4117,1.6794
HKG,"Hong Kong SAR, China",2022,0.5749,1.5897,1.2782,1.6108
HKG,"Hong Kong SAR, China",2023,0.6731,1.5548,1.2936,1.6251
HND,Honduras,2015,-0.4728,-0.8594,-0.9426,-0.5897
HND,Honduras,2016,-0.4375,-0.7634,-1.1369,-0.6794
HND,Honduras,2017,-0.5656,-0.5309,-1.0604,-0.7388
HND,Honduras,2018,-0.5318,-0.6183,-1.0572,-0.6569
HND,Honduras,2019,-0.5691,-0.6191,-1.0415,-0.8759
HND,Honduras,2020,-0.4485,-0.6458,-1.0103,-0.9881
HND,Honduras,2021,-0.6278,-0.8191,-1.088,-1.0915
HND,Honduras,2022,-0.5684,-0.8673,-1.0175,-1.0023
HND,Honduras,2023,-0.4592,-0.7952,-1.095,-1.112
HRV,Croatia,2015,0.5865,0.4574,0.1274,0.1999
HRV,Croatia,2016,0.6542,0.4223,0.3399,0.1557
HRV,Croatia,2017,0.6819,0.5355,0.3089,0.0596
HRV,Croatia,2018,0.7937,0.5139,0.3015,0.0468
HRV,Croatia,2019,0.6855,0.4568,0.3483,0.0524
HRV,Croatia,2020,0.6073,0.4248,0.2362,0.1771
HRV,Croatia,2021,0.6216,0.5524,0.2754,0.0375
HRV,Croatia,2022,0.6726,0.5813,0.3678,0.1478
HRV,Croatia,2023,0.5977,0.7127,0.3606,0.1819
HTI,Haiti,2015,-0.6716,-2.1014,-1.1952,-1.2586
HTI,Haiti,2016,-0.7455,-2.1724,-1.0121,-1.3542
HTI,Haiti,2017,-0.6761,-2.1282,-1.0918,-1.2582
HTI,Haiti,2018,-0.6401,-1.966,-1.0608,-1.2857
HTI,Haiti,2019,-0.8876,-2.0671,-0.9738,-1.3472
HTI,Haiti,2020,-1.0275,-2.1133,-1.0305,-1.3467
HTI,Haiti,2021,-1.1281,-2.2212,-1.2629,-1.4417
HTI,Haiti,2022,-1.4192,-2.2282,-1.378,-1.4592
HTI,Haiti,2023,-1.4345,-2.2253,-1.3636,-1.4439
HUN,Hungary,2015,0.7378,0.5097,0.382,0.1187
HUN,Hungary,2016,0.6434,0.4571,0.4136,0.0722
HUN,Hungary,2017,0.7962,0.4813,0.5374,0.0906
HUN,Hungary,2018,0.7376,0.4432,0.5551,0.0553
HUN,Hungary,2019,0.7619,0.4505,0.4987,0.0306
HUN,Hungary,2020,0.837,0.5385,0.4924,0.069
HUN,Hungary,2021,0.7986,0.5968,0.5054,0.012
HUN,Hungary,2022,0.6787,0.5339,0.4221,-0.1033
HUN,Hungary,2023,0.7319,0.3728,0.4271,-0.0005
IDN,Indonesia,2015,-0.62,-0.3258,-0.4245,-0.5191
IDN,Indonesia,2016,-0.3797,-0.0508,-0.339,-0.4632
IDN,Indonesia,2017,-0.5049,-0.0197,-0.3514,-0.3053
IDN,Indonesia,2018,-0.552,0.1414,-0.3144,-0.2996
IDN,Indonesia,2019,-0.5021,0.1387,-0.3477,-0.4735
IDN,Indonesia,2020,-0.4623,0.3171,-0.3656,-0.455
IDN,Indonesia,2021,-0.5314,0.3464,-0.2534,-0.4498
IDN,Indonesia,2022,-0.5539,0.4361,-0.1881,-0.4353
IDN,Indonesia,2023,-0.4044,0.5803,-0.1536,-0.4869
IND,India,2015,-0.9548,0.0801,-0.0707,-0.4066
IND,India,2016,-0.9604,0.0614,-0.0562,-0.3373
IND,India,2017,-0.7741,0.0411,-0.0298,-0.2919
IND,India,2018,-0.9977,0.2629,-0.0014,-0.2298
IND,India,2019,-0.7968,0.1308,-0.0672,-0.3026
IND,India,2020,-0.8414,0.3745,-0.0584,-0.2936
IND,India,2021,-0.6911,0.2492,-0.1085,-0.3171
IND,India,2022,-0.615,0.3695,0.1139,-0.3222
IND,India,2023,-0.6351,0.4751,0.1884,-0.366
IRL,Ireland,2015,0.8953,1.5208,1.7284,1.6736
IRL,Ireland,2016,0.8338,1.3296,1.4662,1.6495
IRL,Ireland,2017,0.9934,1.2673,1.3812,1.5296
IRL,Ireland,2018,1.0114,1.3782,1.4125,1.5349
IRL,Ireland,2019,0.9594,1.2576,1.3483,1.4588
IRL,Ireland,2020,0.9655,1.4352,1.4563,1.5351
IRL,Ireland,2021,0.8437,1.4634,1.493,1.6194
IRL,Ireland,2022,0.8847,1.5486,1.5268,1.6744
IRL,Ireland,2023,0.9019,1.5911,1.6336,1.5753
IRN,"Iran, Islamic Rep.",2015,-0.9248,-0.2531,-0.9404,-0.6341
IRN,"Iran, Islamic Rep.",2016,-0.814,-0.2375,-0.696,-0.7399
IRN,"Iran, Islamic Rep.",2017,-0.9338,-0.242,-0.7025,-0.839
IRN,"Iran, Islamic Rep.",2018,-1.3422,-0.4786,-0.7129,-0.9844
IRN,"Iran, Islamic Rep.",2019,-1.7115,-0.5996,-0.7715,-1.0715
IRN,"Iran, Islamic Rep.",2020,-1.6992,-1.0176,-0.8868,-1.1111
IRN,"Iran, Islamic Rep.",2021,-1.5845,-0.8871,-0.9665,-1.1162
IRN,"Iran, Islamic Rep.",2022,-1.6256,-0.8829,-1.0176,-1.1266
IRN,"Iran, Islamic Rep.",2023,-1.6941,-1.0224,-1.061,-1.2319
IRQ,Iraq,2015,-2.2508,-1.2022,-1.5624,-1.4332
IRQ,Iraq,2016,-2.3033,-1.2301,-1.7679,-1.4622
IRQ,Iraq,2017,-2.2959,-1.2221,-1.7553,-1.4316
IRQ,Iraq,2018,-2.5211,-1.2669,-1.8013,-1.4583
IRQ,Iraq,2019,-2.6093,-1.3108,-1.772,-1.3898
IRQ,Iraq,2020,-2.4748,-1.3034,-1.7999,-1.3338
IRQ,Iraq,2021,-2.3847,-1.3201,-1.7488,-1.2693
IRQ,Iraq,2022,-2.4093,-1.3028,-1.7499,-1.2134
IRQ,Iraq,2023,-2.4131,-1.3896,-1.6932,-1.321
ISL,Iceland,2015,1.2985,1.4609,1.6336,1.8978
ISL,Iceland,2016,1.3466,1.3499,1.4832,1.9036
ISL,Iceland,2017,1.3377,1.4136,1.571,1.7946
ISL,Iceland,2018,1.3948,1.4258,1.6793,1.8056
ISL,Iceland,2019,1.6198,1.482,1.7263,1.6706
ISL,Iceland,2020,1.375,1.4759,1.7502,1.6669
ISL,Iceland,2021,1.3724,1.5939,1.7126,1.7601
ISL,Iceland,2022,1.2497,1.563,1.7029,1.5675
